,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Rouge, Malvern",43.8066863,-79.19435340000003,Wendy's,43.80744841934756,-79.19905558052072,Fast Food Restaurant
1,"Rouge, Malvern",43.8066863,-79.19435340000003,Interprovincial Group,43.8056297,-79.2003784,Print Shop
2,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Chris Effects Painting,43.784343,-79.163742,Construction & Landscaping
3,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
4,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
5,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
6,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Marina Spa,43.766,-79.191,Spa
7,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
8,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,chatr Mobile,43.765917,-79.191672,Tech Startup
9,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
10,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
11,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,43.767704,-79.18949,Intersection
12,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
13,Woburn,43.7709921,-79.21691740000001,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
14,Woburn,43.7709921,-79.21691740000001,Tim Hortons,43.7708270725628,-79.22307810384153,Coffee Shop
15,Woburn,43.7709921,-79.21691740000001,Korean Grill House,43.7708117291354,-79.21450208834013,Korean Restaurant
16,Woburn,43.7709921,-79.21691740000001,Jessies Variety Store,43.77277773148927,-79.22249978438997,Convenience Store
17,Cedarbrae,43.773136,-79.23947609999998,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
18,Cedarbrae,43.773136,-79.23947609999998,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
19,Cedarbrae,43.773136,-79.23947609999998,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
20,Cedarbrae,43.773136,-79.23947609999998,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
21,Cedarbrae,43.773136,-79.23947609999998,TD Canada Trust,43.77495189482367,-79.24134314060211,Bank
22,Cedarbrae,43.773136,-79.23947609999998,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
23,Cedarbrae,43.773136,-79.23947609999998,The Avenue,43.77243726897931,-79.24196241109247,Lounge
24,Cedarbrae,43.773136,-79.23947609999998,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
25,Scarborough Village,43.7447342,-79.23947609999998,McCowan Park,43.74508851212816,-79.239335687338,Playground
26,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
27,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
28,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Corvette Park,43.725826277863725,-79.25985191449753,Playground
29,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Dollarama,43.72659620252377,-79.26682995710473,Discount Store
30,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Fast Food Restaurant
31,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
32,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
33,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
34,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
35,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Warden Station Bus Loop,43.71124084776515,-79.27957605867647,Bus Station
36,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
37,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
38,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
39,"Clairlea, Golden Mile, Oakridge",43.7111117,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
40,"Cliffcrest, Cliffside, Scarborough Village West",43.716316,-79.23947609999998,Have A Nap Motel,43.718256,-79.240135,Motel
41,"Cliffcrest, Cliffside, Scarborough Village West",43.716316,-79.23947609999998,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
42,"Cliffcrest, Cliffside, Scarborough Village West",43.716316,-79.23947609999998,Avon Motel,43.720006,-79.239164,Motel
43,"Birch Cliff, Cliffside West",43.692657,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
44,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
45,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
46,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
47,"Dorset Park, Scarborough Town Centre, Wexford Heights",43.7574096,-79.27330400000002,Kairali,43.75476837158203,-79.2771987915039,Indian Restaurant
48,"Dorset Park, Scarborough Town Centre, Wexford Heights",43.7574096,-79.27330400000002,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
49,"Dorset Park, Scarborough Town Centre, Wexford Heights",43.7574096,-79.27330400000002,El Pulgarcito,43.754789900822274,-79.2770639581697,Latin American Restaurant
50,"Dorset Park, Scarborough Town Centre, Wexford Heights",43.7574096,-79.27330400000002,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
51,"Dorset Park, Scarborough Town Centre, Wexford Heights",43.7574096,-79.27330400000002,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
52,"Dorset Park, Scarborough Town Centre, Wexford Heights",43.7574096,-79.27330400000002,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
53,"Maryvale, Wexford",43.7500715,-79.2958491,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
54,"Maryvale, Wexford",43.7500715,-79.2958491,Subway,43.746007572548756,-79.29323762088987,Sandwich Place
55,"Maryvale, Wexford",43.7500715,-79.2958491,Lebanese bakery,43.74670137305754,-79.29289639281615,Middle Eastern Restaurant
56,"Maryvale, Wexford",43.7500715,-79.2958491,Wexford Heights Plaza,43.74613567457937,-79.29378248248864,Shopping Mall
57,"Maryvale, Wexford",43.7500715,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
58,"Maryvale, Wexford",43.7500715,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
59,"Maryvale, Wexford",43.7500715,-79.2958491,Crown Pastries,43.746098,-79.293142,Bakery
60,Agincourt,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
61,Agincourt,43.7942003,-79.26202940000002,Subway,43.792823261905156,-79.2596812397533,Sandwich Place
62,Agincourt,43.7942003,-79.26202940000002,Twilight,43.791999483291015,-79.25858447143591,Lounge
63,Agincourt,43.7942003,-79.26202940000002,Royal Chinese Seafood Restaurant,43.798496,-79.262196,Chinese Restaurant
64,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
65,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
66,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
67,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
68,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,TD Canada Trust,43.7791686,-79.3036167,Bank
69,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Little Caesars,43.78056271894292,-79.2986242771319,Pizza Place
70,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,KFC,43.77943993243305,-79.30337149356963,Fast Food Restaurant
71,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29846,Fried Chicken Joint
72,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Gusto Pizza,43.78360724036883,-79.29898327417831,Pizza Place
73,"Clarks Corners, Sullivan, Tam O'Shanter",43.7816375,-79.3043021,Rexall,43.78073190083844,-79.2982568317862,Pharmacy
74,"Agincourt North, L'Amoreaux East, Milliken, Steeles East",43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
75,"Agincourt North, L'Amoreaux East, Milliken, Steeles East",43.8152522,-79.2845772,Jun Yue Foods,43.814737,-79.289824,Asian Restaurant
76,"Agincourt North, L'Amoreaux East, Milliken, Steeles East",43.8152522,-79.2845772,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
77,L'Amoreaux West,43.79952520000001,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
78,L'Amoreaux West,43.79952520000001,-79.3183887,Phoenix Restaurant 金鳳餐廳,43.79819775434163,-79.31843152382791,Chinese Restaurant
79,L'Amoreaux West,43.79952520000001,-79.3183887,Subway,43.798982701368914,-79.31883822486604,Sandwich Place
80,L'Amoreaux West,43.79952520000001,-79.3183887,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
81,L'Amoreaux West,43.79952520000001,-79.3183887,Price Chopper,43.799444969304986,-79.3185634598668,Grocery Store
82,L'Amoreaux West,43.79952520000001,-79.3183887,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
83,L'Amoreaux West,43.79952520000001,-79.3183887,Shoppers Drug Mart,43.79967023212875,-79.31931541731906,Pharmacy
84,L'Amoreaux West,43.79952520000001,-79.3183887,McDonald's,43.79888016781628,-79.31872352564541,Fast Food Restaurant
85,L'Amoreaux West,43.79952520000001,-79.3183887,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
86,L'Amoreaux West,43.79952520000001,-79.3183887,A Buck or Two,43.798286042580465,-79.31848503806829,Thrift / Vintage Store
87,L'Amoreaux West,43.79952520000001,-79.3183887,Olives,43.79854980026818,-79.31852630437791,American Restaurant
88,L'Amoreaux West,43.79952520000001,-79.3183887,Eggsmart,43.796375,-79.318681,Breakfast Spot
89,Hillcrest Village,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.805454826002794,-79.36418592243415,Golf Course
90,Hillcrest Village,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
91,Hillcrest Village,43.8037622,-79.3634517,Villa Madina,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
92,Hillcrest Village,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816196,-79.36069456944033,Dog Run
93,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
94,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.777750482336366,-79.34410516407986,Shopping Mall
95,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.77887797856986,-79.34469666026429,Pharmacy
96,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
97,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SilverCity Fairview Mall Cinemas,43.77868093228815,-79.3440850072426,Movie Theater
98,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
99,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Apple Fairview,43.7779146,-79.343561,Electronics Store
100,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,DAVIDsTEA,43.77754451824154,-79.34526267457191,Tea Room
101,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
102,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
103,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.778098701639394,-79.34385251241302,Candy Store
104,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The Bay,43.777830351654046,-79.34304327486974,Department Store
105,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
106,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,New York Fries,43.77829829945936,-79.34326735202254,Fast Food Restaurant
107,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Smoothie Shop
108,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
109,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
110,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
111,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,J.Crew,43.7779417,-79.3451178,Clothing Store
112,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Starbucks,43.778286847314284,-79.34333091159938,Coffee Shop
113,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
114,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
115,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
116,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
117,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
118,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77496545188454,-79.34628456830978,Coffee Shop
119,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Thai Express,43.77744187801327,-79.3463604095086,Restaurant
120,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
121,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
122,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Sport Chek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
123,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
124,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SEPHORA,43.77765093467543,-79.34442289507848,Cosmetics Shop
125,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
126,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tommy Hilfiger Company Store,43.77742747193735,-79.34589327979445,Clothing Store
127,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
128,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,KFC,43.77827218538913,-79.34331697645614,Fast Food Restaurant
129,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
130,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
131,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,St. Louis Bar and Grill,43.777081295346356,-79.3449062809075,Wings Joint
132,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
133,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,McDonald's,43.77825590971608,-79.34329331953681,Fast Food Restaurant
134,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Druxy's Famous Deli,43.77878702526164,-79.34444702976553,Deli / Bodega
135,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
136,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Villa Madina,43.77868602281936,-79.34416903286618,Restaurant
137,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Teaopia,43.77874324350523,-79.34451221242404,Tea Room
138,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
139,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,GNC Live Well,43.77843789497575,-79.344162940979,Supplement Shop
140,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ardene,43.77688620262047,-79.34717998514216,Women's Store
141,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Gap,43.777648890269134,-79.3450654376893,Clothing Store
142,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Gymboree,43.77733119829688,-79.3448477509349,Kids Store
143,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Toys Toys Toys,43.7789120874428,-79.34456303829828,Toy / Game Store
144,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Childrens Place,43.777599,-79.345136,Kids Store
145,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Taco Bell,43.777751,-79.344498,Fast Food Restaurant
146,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
147,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Manchu Wok,43.77822514623288,-79.34330206344342,Chinese Restaurant
148,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Laura Secord,43.7782285533859,-79.34321768453563,Dessert Shop
149,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tonyc Salon & Spa,43.778299876471415,-79.34318324796638,Spa
150,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
151,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
152,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TTC Subway Line 4 - Sheppard Line,43.77572425056174,-79.34572784619122,Metro Station
153,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills Subway Station,43.775501921683805,-79.3465930223465,Metro Station
154,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
155,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Sushi Shop,43.778533,-79.342233,Restaurant
156,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Little Burgandy,43.776128164003495,-79.34318654842812,Shoe Store
157,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
158,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77432584600824,-79.34668494032192,Bakery
159,Bayview Village,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
160,Bayview Village,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
161,Bayview Village,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
162,Bayview Village,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
163,"Silver Hills, York Mills",43.7574902,-79.37471409999998,Windfields Cafeteria,43.755862,-79.370649,Cafeteria
164,Willowdale South,43.7701199,-79.40849279999998,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
165,Willowdale South,43.7701199,-79.40849279999998,Loblaws,43.768648243223105,-79.41259737496199,Grocery Store
166,Willowdale South,43.7701199,-79.40849279999998,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
167,Willowdale South,43.7701199,-79.40849279999998,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
168,Willowdale South,43.7701199,-79.40849279999998,Starbucks,43.7681923488525,-79.41302061080933,Coffee Shop
169,Willowdale South,43.7701199,-79.40849279999998,Cineplex Cinemas Empress Walk,43.76862539839479,-79.41261307104753,Movie Theater
170,Willowdale South,43.7701199,-79.40849279999998,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
171,Willowdale South,43.7701199,-79.40849279999998,Saryo,43.76697902009232,-79.41220491675689,Café
172,Willowdale South,43.7701199,-79.40849279999998,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
173,Willowdale South,43.7701199,-79.40849279999998,PetSmart,43.769139,-79.412522,Pet Store
174,Willowdale South,43.7701199,-79.40849279999998,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
175,Willowdale South,43.7701199,-79.40849279999998,Jack Astor's Bar & Grill,43.76709662310871,-79.41226301488,Restaurant
176,Willowdale South,43.7701199,-79.40849279999998,Starbucks,43.768627,-79.4131,Coffee Shop
177,Willowdale South,43.7701199,-79.40849279999998,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
178,Willowdale South,43.7701199,-79.40849279999998,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
179,Willowdale South,43.7701199,-79.40849279999998,KINTON RAMEN,43.76968375926793,-79.41304877291766,Ramen Restaurant
180,Willowdale South,43.7701199,-79.40849279999998,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
181,Willowdale South,43.7701199,-79.40849279999998,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
182,Willowdale South,43.7701199,-79.40849279999998,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
183,Willowdale South,43.7701199,-79.40849279999998,Subway,43.768175813865255,-79.41367417969296,Sandwich Place
184,Willowdale South,43.7701199,-79.40849279999998,Aura,43.766012799364795,-79.41081286441447,Lounge
185,Willowdale South,43.7701199,-79.40849279999998,Wendy's,43.76846127243853,-79.4123771060805,Fast Food Restaurant
186,Willowdale South,43.7701199,-79.40849279999998,Dairy Queen (Treat),43.76701557770687,-79.4120009150447,Ice Cream Shop
187,Willowdale South,43.7701199,-79.40849279999998,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
188,Willowdale South,43.7701199,-79.40849279999998,Aburi Room,43.769197,-79.414039,Sushi Restaurant
189,Willowdale South,43.7701199,-79.40849279999998,Dollarama,43.76857990194044,-79.41258130650297,Discount Store
190,Willowdale South,43.7701199,-79.40849279999998,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
191,Willowdale South,43.7701199,-79.40849279999998,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
192,Willowdale South,43.7701199,-79.40849279999998,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
193,Willowdale South,43.7701199,-79.40849279999998,Second Cup,43.769041,-79.41187,Coffee Shop
194,Willowdale South,43.7701199,-79.40849279999998,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
195,Willowdale South,43.7701199,-79.40849279999998,Ichiban Sushi House,43.76850355881456,-79.41257414624523,Sushi Restaurant
196,Willowdale South,43.7701199,-79.40849279999998,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
197,Willowdale South,43.7701199,-79.40849279999998,Shoppers Drug Mart,43.766007070895164,-79.41081923680855,Pharmacy
198,Willowdale South,43.7701199,-79.40849279999998,Ichiban Fish House,43.76599495334784,-79.4108127227573,Japanese Restaurant
199,Willowdale South,43.7701199,-79.40849279999998,Trio Restaurant,43.769057691735014,-79.41437684224671,Restaurant
200,York Mills West,43.7527583,-79.4000493,TD Canada Trust Branch and ATM,43.7509235,-79.4010039,Bank
201,York Mills West,43.7527583,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
202,York Mills West,43.7527583,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
203,York Mills West,43.7527583,-79.4000493,Yorkminster Park,43.755488533718136,-79.40171241760254,Park
204,York Mills West,43.7527583,-79.4000493,Jays Pub,43.752142,-79.405016,Bar
205,Willowdale West,43.7827364,-79.4422593,Shoppers Drug Mart,43.78324549981555,-79.44634852124699,Pharmacy
206,Willowdale West,43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
207,Willowdale West,43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
208,Willowdale West,43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
209,Willowdale West,43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
210,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
211,Parkwoods,43.7532586,-79.3296565,KFC,43.75438666345904,-79.3330206627504,Fast Food Restaurant
212,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
213,Don Mills North,43.7459058,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
214,Don Mills North,43.7459058,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
215,Don Mills North,43.7459058,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
216,Don Mills North,43.7459058,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
217,Don Mills North,43.7459058,-79.352188,Bond Park,43.74537356928136,-79.35124509707558,Baseball Field
218,"Flemingdon Park, Don Mills South",43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
219,"Flemingdon Park, Don Mills South",43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
220,"Flemingdon Park, Don Mills South",43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
221,"Flemingdon Park, Don Mills South",43.72589970000001,-79.340923,Swiss Chalet Rotisserie & Grill,43.7267367878352,-79.34140272120312,Restaurant
